symbol,market,asset_class,tradability,currency,timezone,source,source_symbol,yahoo_symbol,notes
SPY,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.SPY,SPY,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
QQQ,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.QQQ,QQQ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
DIA,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.DIA,DIA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IWM,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IWM,IWM,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VTI,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VTI,VTI,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VOO,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VOO,VOO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IVV,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IVV,IVV,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
RSP,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.RSP,RSP,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
SCHD,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.SCHD,SCHD,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VIG,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VIG,VIG,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VYM,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VYM,VYM,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IWB,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IWB,IWB,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IWF,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IWF,IWF,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IWD,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IWD,IWD,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IVE,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IVE,IVE,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IVW,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IVW,IVW,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
MDY,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.MDY,MDY,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IJH,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IJH,IJH,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IJR,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IJR,IJR,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IJS,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IJS,IJS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
EFA,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.EFA,EFA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
EEM,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.EEM,EEM,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VEA,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VEA,VEA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VWO,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VWO,VWO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ACWI,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ACWI,ACWI,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VT,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VT,VT,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IEFA,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IEFA,IEFA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IEMG,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IEMG,IEMG,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
HYG,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.HYG,HYG,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
LQD,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.LQD,LQD,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
TLT,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.TLT,TLT,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IEF,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IEF,IEF,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
SHY,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.SHY,SHY,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
BIL,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.BIL,BIL,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
TIP,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.TIP,TIP,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
MUB,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.MUB,MUB,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
BND,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.BND,BND,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AGG,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AGG,AGG,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VCIT,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VCIT,VCIT,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VCSH,US_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VCSH,VCSH,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
VNQ,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.VNQ,VNQ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLK,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLK,XLK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLF,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLF,XLF,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLE,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLE,XLE,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLV,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLV,XLV,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLI,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLI,XLI,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLY,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLY,XLY,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLP,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLP,XLP,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLU,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLU,XLU,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLB,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLB,XLB,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLRE,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLRE,XLRE,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XLC,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XLC,XLC,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
SMH,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.SMH,SMH,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
SOXX,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.SOXX,SOXX,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XBI,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XBI,XBI,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IBB,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IBB,IBB,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ARKK,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ARKK,ARKK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
BOTZ,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.BOTZ,BOTZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ROBO,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ROBO,ROBO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
HACK,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.HACK,HACK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ICLN,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ICLN,ICLN,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
TAN,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.TAN,TAN,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
PBW,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.PBW,PBW,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
XME,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.XME,XME,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
GDX,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.GDX,GDX,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
GDXJ,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.GDXJ,GDXJ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
SLV,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.SLV,SLV,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
GLD,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.GLD,GLD,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IAU,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IAU,IAU,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
USO,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.USO,USO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
UNG,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.UNG,UNG,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
DBA,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.DBA,DBA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
DBC,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.DBC,DBC,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
PDBC,US_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.PDBC,PDBC,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
UUP,US_ETF,FX,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.UUP,UUP,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
FXE,US_ETF,FX,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.FXE,FXE,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
FXY,US_ETF,FX,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.FXY,FXY,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
FXI,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.FXI,FXI,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
KWEB,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.KWEB,KWEB,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
MCHI,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.MCHI,MCHI,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ASHR,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ASHR,ASHR,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
CQQQ,US_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.CQQQ,CQQQ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AAPL,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AAPL,AAPL,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
MSFT,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.MSFT,MSFT,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
NVDA,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.NVDA,NVDA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AMZN,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AMZN,AMZN,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
META,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.META,META,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
GOOGL,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.GOOGL,GOOGL,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
GOOG,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.GOOG,GOOG,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
TSLA,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.TSLA,TSLA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
BRK-B,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.BRK.B,BRK-B,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use. Moomoo/OpenD class-share alias requires single-symbol probe before batch retry."
JPM,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.JPM,JPM,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
V,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.V,V,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
MA,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.MA,MA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
UNH,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.UNH,UNH,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
HD,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.HD,HD,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
PG,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.PG,PG,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
COST,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.COST,COST,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
NFLX,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.NFLX,NFLX,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ADBE,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ADBE,ADBE,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
CRM,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.CRM,CRM,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ORCL,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ORCL,ORCL,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
CSCO,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.CSCO,CSCO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AVGO,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AVGO,AVGO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AMD,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AMD,AMD,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
INTC,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.INTC,INTC,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
QCOM,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.QCOM,QCOM,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
TXN,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.TXN,TXN,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AMAT,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AMAT,AMAT,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
MU,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.MU,MU,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
